Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use
2095.0,Michigan Plaza South,C hicago,168.6,553.0,46.0,1985.0,concrete,office
2096.0,30 North LaSalle,C hicago,168.6,553.0,44.0,1975.0,,office
2097.0,C oncourse C orporate C enter VI,Sandy Springs,168.6,553.0,34.0,1991.0,,office
2098.0,Nanjing International C enter 1,Nanjing,168.6,553.0,38.0,2006.0,concrete,residential
2099.0,Nanjing International C enter 2,Nanjing,168.6,553.0,35.0,2006.0,concrete,hotel / office
2100.0,Boulevard Plaza 1,Dubai,168.4,553.0,37.0,2010.0,concrete,office
2101.0,Land Axis Tower,Saitama,168.3,552.0,35.0,2002.0,,office
2102.0,Nave Noff Tower,Bat Yam,168.3,552.0,44.0,2014.0,concrete,residential
2103.0,Residence Oasis 1,Hong Kong,168.3,552.0,55.0,2005.0,concrete,residential
2103.0,Residence Oasis 2,Hong Kong,168.3,552.0,55.0,2005.0,concrete,residential
2103.0,Residence Oasis 3,Hong Kong,168.3,552.0,55.0,2005.0,concrete,residential
2106.0,Arezzo,Hong Kong,168.3,552.0,48.0,2015.0,concrete,residential
2107.0,1133 Avenue of the Americas,New York C ity,168.3,552.0,45.0,1970.0,steel,office
2108.0,Wisma Goldhill,Kuala Lumpur,168.1,552.0,37.0,1993.0,,office
2109.0,Menara Prestige,Kuala Lumpur,168.0,551.0,40.0,2011.0,concrete,office
2110.0,Miramar Towers I,Panama C ity,168.0,551.0,55.0,1996.0,concrete,residential
2110.0,Miramar Towers II,Panama C ity,168.0,551.0,55.0,1997.0,concrete,residential
2110.0,The Grandiose 1,Hong Kong,168.0,551.0,55.0,2006.0,concrete,residential
2110.0,The Grandiose 2,Hong Kong,168.0,551.0,55.0,2006.0,concrete,residential
2110.0,The Grandiose 3,Hong Kong,168.0,551.0,55.0,2006.0,concrete,residential
2115.0,"Nanyuan Mingzhou International
Garden Hotel",Ningbo,168.0,551.0,50.0,2006.0,,hotel / office
2116.0,Metropolitan Heights Tower 3,Tianjin,168.0,551.0,49.0,2013.0,concrete,residential
2117.0,Grand Tower,Panama C ity,168.0,551.0,48.0,2013.0,concrete,residential
2117.0,Jinsha Titan,C hongqing,168.0,551.0,48.0,2006.0,concrete,residential
2117.0,"Riverside C entury Plaza Apartment
Tower 1",Wuhu,168.0,551.0,48.0,2015.0,concrete,residential
2117.0,"Riverside C entury Plaza Apartment
Tower 2",Wuhu,168.0,551.0,48.0,2015.0,concrete,residential
2121.0,The Peak,Sydney,168.0,551.0,46.0,1996.0,concrete,residential
2122.0,Huameng C ommerce Plaza,Wenzhou,168.0,551.0,45.0,2006.0,,office
2122.0,International Trade Building,Xiamen,168.0,551.0,45.0,1995.0,,office
2122.0,Longhu West Skystreet,C hongqing,168.0,551.0,45.0,2008.0,,hotel
2125.0,"Bofu International Plaza Residential
Tower",C hangsha,168.0,551.0,44.0,2014.0,composite,residential
2125.0,Shanghai Development Bank Tower,Shanghai,168.0,551.0,44.0,1997.0,,office
2125.0,Tekstilkent Plaza 1,Istanbul,168.0,551.0,44.0,2000.0,,hotel / office
2125.0,Tekstilkent Plaza 2,Istanbul,168.0,551.0,44.0,2000.0,,hotel / office
2129.0,2 Grand C entral Tower,New York C ity,168.0,551.0,43.0,1982.0,,office
2129.0,Hong Kong Plaza,Hong Kong,168.0,551.0,43.0,1984.0,,office
2129.0,One Sansome Street,San Francisco,168.0,551.0,43.0,1984.0,steel,office
2132.0,C AHB C orporate Office Tower,Kuala Lumpur,168.0,551.0,42.0,2008.0,,office
2132.0,Zhengda Plaza Tower 1,Fuzhou,168.0,551.0,42.0,2008.0,,office
2134.0,Atlantic International Building,C hongqing,168.0,551.0,41.0,2002.0,,office
2134.0,International Mall Office Building,C hengdu,168.0,551.0,41.0,2013.0,,office
2134.0,Mirax Plaza - Tower B,Moscow,168.0,551.0,41.0,2015.0,concrete,office
2137.0,Plaza C ygal,Kuala Lumpur,168.0,551.0,40.0,2000.0,,office
2137.0,Xi C heng Tian Je,C hongqing,168.0,551.0,40.0,2008.0,,residential / office
2139.0,Jiushi C orporation Headquarters,Shanghai,168.0,551.0,39.0,2001.0,,office
2139.0,Shanghai International Tower,Shanghai,168.0,551.0,39.0,1997.0,,office
2139.0,Times Square Tower C,C hongqing,168.0,551.0,39.0,2003.0,,office
2142.0,C ity C enter Plaza,Taichung,168.0,551.0,38.0,2010.0,steel,office
2142.0,Lucky Target Plaza,Shanghai,168.0,551.0,38.0,1998.0,,office
2144.0,Bank of C hina II,Singapore,168.0,551.0,37.0,1999.0,,office
2144.0,C hongqing General Trading Building,C hongqing,168.0,551.0,37.0,1999.0,,office
2146.0,Esentai Tower,Almaty,168.0,551.0,36.0,2008.0,concrete,hotel / office
2147.0,Gemdale Plaza Tower A,Beijing,168.0,551.0,35.0,2007.0,,office
2147.0,GIE Tower,Guangzhou,168.0,551.0,35.0,1996.0,concrete,office
2147.0,Tianlun C ommercial Building,Dalian,168.0,551.0,35.0,1997.0,,office
2150.0,"Nanning No. 2 Telecom Hinge
Building",Nanning,168.0,551.0,33.0,1999.0,,office
2151.0,Zibo Broadcast & TV Building,Zibo,168.0,551.0,31.0,2003.0,,office
2152.0,Wuhan Radio & Television C enter,Wuhan,168.0,551.0,30.0,2005.0,,office
2153.0,Unysys Building,New York C ity,167.9,551.0,44.0,1963.0,steel,office
2154.0,Trump Palace,Sunny Isles Beach,167.9,551.0,43.0,2005.0,concrete,residential
2155.0,Hyundai 41 Tower,Seoul,167.9,551.0,41.0,2001.0,,residential / office
2156.0,AT&T Long Lines Building,New York C ity,167.9,551.0,29.0,1974.0,steel,"office /
telecommunications"
2157.0,Park C entral 1,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2157.0,Park C entral 12,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2157.0,Park C entral 13,Hong Kong,167.9,551.0,54.0,2003.0,concrete,residential
2157.0,Park C entral 2,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2157.0,Park C entral 3,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2157.0,Park C entral 5,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2157.0,Park C entral 6,Hong Kong,167.9,551.0,54.0,2002.0,concrete,residential
2164.0,STV Mansion,Shanghai,167.9,551.0,32.0,1999.0,,office
2165.0,Oscar by the Sea Tower 6,Hong Kong,167.8,551.0,58.0,2002.0,concrete,residential
2165.0,Oscar by the Sea Tower 7,Hong Kong,167.8,551.0,58.0,2002.0,concrete,residential
2167.0,Oceania Business Plaza 2,Panama C ity,167.8,551.0,47.0,2012.0,concrete,office
2168.0,C entral Park La Tour Shinjuku,Tokyo,167.8,551.0,46.0,2010.0,,residential
2169.0,Zen Apartments,Melbourne,167.8,550.0,50.0,2012.0,concrete,residential
2170.0,Hyatt Times Square,New York C ity,167.6,550.0,53.0,2013.0,concrete,residential / hotel
2171.0,Acqualina Ocean Residences,Sunny Isles Beach,167.6,550.0,51.0,2004.0,concrete,residential
2171.0,The Biltmore,New York C ity,167.6,550.0,51.0,2003.0,concrete,residential
2173.0,WEDGE International Tower,Houston,167.6,550.0,44.0,1983.0,steel,office
2174.0,Trump Royale,Sunny Isles Beach,167.6,550.0,43.0,2008.0,concrete,residential
2175.0,KBR Tower,Houston,167.6,550.0,40.0,1973.0,steel,office
2175.0,One South Wacker,C hicago,167.6,550.0,40.0,1982.0,,office
2177.0,The Tower at 15 C entral Park West,New York C ity,167.6,550.0,35.0,2008.0,concrete,residential
2178.0,Urbana Tower 2,Kolkata,167.6,550.0,46.0,2015.0,concrete,residential
2179.0,Hyde Sukhumvit 13,Bangkok,167.5,550.0,40.0,2014.0,concrete,residential
2180.0,ORC Prio Tower,Osaka,167.4,549.0,50.0,1992.0,composite,residential
2181.0,Shibaura Island Bloom Tower,Tokyo,167.4,549.0,48.0,2008.0,,residential
2182.0,Seomyeon C entral Star B,Busan,167.4,549.0,47.0,2011.0,concrete,residential
2183.0,100 East Wisconsin,Milwaukee,167.3,549.0,37.0,1989.0,,office
2184.0,AEGON C enter,Louisville,167.3,549.0,35.0,1992.0,composite,office
2185.0,Sapia Tower,Tokyo,167.2,549.0,35.0,2007.0,,hotel / office
2186.0,Academy Sweet,Seoul,167.2,549.0,51.0,2004.0,composite,residential
2187.0,101 Hudson Street,Jersey C ity,167.0,548.0,42.0,1992.0,,office
2188.0,Bankers Trust West Annex,New York C ity,167.0,548.0,41.0,1971.0,steel,office
2189.0,"Guangzhou International Trade
C enter",Guangzhou,167.0,548.0,48.0,1997.0,,office
2190.0,C apital Mark Tower,Tokyo,167.0,548.0,47.0,2007.0,composite,residential
2190.0,"Dongda Liwan International
Apartment",Shenyang,167.0,548.0,47.0,2012.0,,residential
2190.0,GZITIC Mansion,Guangzhou,167.0,548.0,47.0,1998.0,concrete,office
2193.0,Emporium Suites Tower,Bangkok,167.0,548.0,46.0,1998.0,,residential / office
2193.0,Jumeirah Business C enter 1,Dubai,167.0,548.0,46.0,2010.0,concrete,office
2195.0,50 United Nations Plaza,New York C ity,167.0,548.0,44.0,2015.0,concrete,residential
2196.0,Shanghai C enter 1,Wuxi,167.0,548.0,42.0,2013.0,,hotel / office
2196.0,Shanghai C enter 2,Wuxi,167.0,548.0,42.0,2013.0,,hotel / office
2198.0,Shatha Tower,Dubai,167.0,548.0,41.0,2006.0,concrete,office
2199.0,530 C ollins Street,Melbourne,167.0,548.0,40.0,1991.0,,office
2199.0,Discovery C entre,Pasig,167.0,548.0,40.0,1999.0,,office / hotel
2199.0,Toshiba Building,Tokyo,167.0,548.0,40.0,1984.0,,office
2199.0,Yebisu Garden Place Tower,Tokyo,167.0,548.0,40.0,1994.0,,office
2203.0,Armada Tower 1,Dubai,167.0,548.0,39.0,2009.0,concrete,residential
2204.0,SBS Broadcasting C enter,Seoul,167.0,548.0,38.0,2003.0,,office
2205.0,Tour Alicante,Puteaux,167.0,548.0,37.0,1995.0,concrete,office
2205.0,Tour C hassagne,Nanterre,167.0,548.0,37.0,1995.0,concrete,office
2207.0,C hina C entral Place Tower 1,Beijing,167.0,548.0,36.0,2006.0,concrete,hotel / office
2208.0,Somkid Tower,Bangkok,167.0,548.0,35.0,2007.0,concrete,residential
2209.0,Panasonic Tower,Kuwait C ity,167.0,548.0,34.0,2009.0,concrete,office
2210.0,C ity Towers Toyosu South Tower,Tokyo,166.9,548.0,48.0,2009.0,,residential
2211.0,Da Nang C ity Administrative C entre,Da Nang,166.8,547.0,34.0,2014.0,concrete,government
2212.0,First C anadian C entre,C algary,166.7,547.0,41.0,1982.0,,office
2213.0,Asia Pacific Finance Tower,Hong Kong,166.7,547.0,39.0,1992.0,concrete,office
2214.0,C entral Park Office Tower,Jakarta,166.7,547.0,41.0,2011.0,concrete,office
2215.0,Tierra Verde Tower 10-12,Hong Kong,166.6,547.0,52.0,2000.0,concrete,residential
2216.0,D.R. Horton Tower,Fort Worth,166.6,547.0,38.0,1984.0,,office
2217.0,"455 North Park Drive – Loews
C hicago Hotel",C hicago,166.6,546.0,49.0,2015.0,concrete,residential / hotel
2218.0,Dubai C reek Heights,Dubai,166.5,546.0,45.0,2015.0,concrete,residential
2219.0,Tianjin International Finance C entre,Tianjin,166.5,546.0,39.0,2010.0,composite,office
2220.0,Kita Shinjuku 2 C home Building,Tokyo,166.5,546.0,35.0,2011.0,composite,office
2220.0,Swissotel Krasnye Holmy,Moscow,166.5,546.0,35.0,2005.0,concrete,hotel
2222.0,The C orinthian,New York C ity,166.4,546.0,55.0,1988.0,concrete,residential
2223.0,Metropolitan Tower,Little Rock,166.4,546.0,40.0,1986.0,,office
2223.0,Wells Fargo C enter,Portland,166.4,546.0,40.0,1973.0,steel,office
2225.0,San Antonio Marriott Rivercenter,San Antonio,166.4,546.0,38.0,1988.0,concrete,hotel
2226.0,Silver Tower,Frankfurt am Main,166.3,546.0,32.0,1978.0,concrete,office
2227.0,Intesa Sanpaolo,Turin,166.2,545.0,39.0,2015.0,composite,office
2228.0,"Synnex Technology International
Building",Nanjing,166.2,545.0,36.0,2008.0,,office
2229.0,The Palazzo,Hong Kong,166.1,545.0,38.0,2010.0,concrete,residential / retail
2230.0,Millennium Tower,New York C ity,166.1,545.0,54.0,1994.0,,residential
2231.0,Muong Thanh Hotel,Nha Trang,166.1,545.0,47.0,2015.0,concrete,hotel
2232.0,44 C harles Street West,Toronto,166.0,545.0,51.0,1974.0,concrete,residential
2232.0,Jade Ocean,Sunny Isles Beach,166.0,545.0,51.0,2009.0,concrete,residential
2234.0,Titanium,Panama C ity,166.0,545.0,48.0,2012.0,concrete,residential
2235.0,Fortune Plaza Office Building II,Beijing,166.0,545.0,46.0,2006.0,concrete,office
2235.0,Summit Terrace 2,Hong Kong,166.0,545.0,46.0,2003.0,concrete,residential
2237.0,C oncorde Tower,Dubai,166.0,545.0,45.0,2008.0,concrete,residential
2238.0,C asseldon Place,Melbourne,166.0,545.0,43.0,1992.0,composite,office
2238.0,Four Points by Sheraton,Dubai,166.0,545.0,43.0,2007.0,concrete,residential / hotel
2238.0,Urban View Grand Tower,Hiroshima,166.0,545.0,43.0,2003.0,,hotel / office
2241.0,Ichon Rex Tower B,Seoul,166.0,545.0,42.0,2015.0,concrete,residential
2241.0,Liberty House,Dubai,166.0,545.0,42.0,2009.0,concrete,residential / office
2241.0,Mystic Point Torre 100,Panama C ity,166.0,545.0,42.0,2006.0,concrete,residential / office
2241.0,Mystic Point Torre 200,Panama C ity,166.0,545.0,42.0,2006.0,concrete,residential
2241.0,Tour Gan,C ourbevoie,166.0,545.0,42.0,1974.0,composite,office
2246.0,Global Landmark Square,Tianjin,166.0,545.0,41.0,2009.0,,
2246.0,Soluxe Hotel Guangzhou,Guangzhou,166.0,545.0,41.0,2008.0,,hotel
2248.0,C apital Plaza Sofitel Hotel,Abu Dhabi,166.0,545.0,38.0,2011.0,concrete,hotel
2249.0,"Grand Hyatt C hengdu at C hicony
Plaza",C hengdu,166.0,545.0,37.0,2011.0,concrete,hotel / retail
2250.0,1 O`C onnell Street,Sydney,166.0,545.0,36.0,1991.0,,office
2251.0,Tour C arpe Diem,C ourbevoie,166.0,545.0,35.0,2013.0,concrete,office
2251.0,Westpac Place,Sydney,166.0,545.0,35.0,2005.0,concrete,office
2253.0,Park Millennium,C hicago,165.9,544.0,57.0,2002.0,concrete,residential
2254.0,1999 Broadway,Denver,165.8,544.0,43.0,1985.0,,office
2255.0,The Galleria,New York C ity,165.8,544.0,55.0,1975.0,concrete,residential / office
2256.0,Seaton Plaza Hotel Tower,C hengdu,165.8,544.0,37.0,2015.0,,hotel
2256.0,Seaton Plaza Office Tower 1,C hengdu,165.8,544.0,37.0,2014.0,,office
2256.0,Seaton Plaza Office Tower 2,C hengdu,165.8,544.0,37.0,2014.0,,office
2259.0,La C ite Noble Tower 3,Hong Kong,165.8,544.0,49.0,1999.0,concrete,residential
2260.0,Shimao Wulihe C ity 11#,Shenyang,165.6,543.0,54.0,2014.0,concrete,residential
2260.0,Shimao Wulihe C ity 6#,Shenyang,165.6,543.0,54.0,2014.0,concrete,residential
2262.0,Bank of America Fifth Avenue Plaza,Seattle,165.5,543.0,42.0,1981.0,steel,office
2263.0,Opera Tower,Miami,165.5,543.0,56.0,2007.0,concrete,residential
2264.0,2 Gold Street,New York C ity,165.5,543.0,51.0,2005.0,concrete,residential
2265.0,AMLI River North,C hicago,165.5,543.0,49.0,2013.0,concrete,residential
2266.0,C osmopolitan Twarda 2/4,Warsaw,165.4,543.0,45.0,2014.0,concrete,residential
2267.0,Shenzhen Development C enter,Shenzhen,165.3,542.0,43.0,1987.0,,office
2268.0,C hampion Tower,Bnei Brak,165.3,542.0,42.0,2014.0,concrete,office
2268.0,One C entral,Macau,165.3,542.0,42.0,2010.0,concrete,hotel
2270.0,GA Twin Tower I,Mandaluyong,165.3,542.0,30.0,2005.0,concrete,residential
2270.0,GA Twin Tower II,Mandaluyong,165.3,542.0,30.0,2008.0,concrete,residential
2272.0,"220 Riverside Boulevard At Trump
Place",New York C ity,165.3,542.0,49.0,2003.0,concrete,residential
2273.0,17 State Street,New York C ity,165.3,542.0,41.0,1988.0,steel,office
2274.0,The Oracle Beach Tower,Gold C oast,165.2,542.0,50.0,2011.0,concrete,residential
2274.0,Viceroy,Miami,165.2,542.0,50.0,2009.0,concrete,residential / hotel
2276.0,Tianjin International Trade Tower 3,Tianjin,165.2,542.0,45.0,2014.0,concrete,serviced apartments
2277.0,Tianjin International Trade Tower 2,Tianjin,165.2,542.0,41.0,2014.0,concrete,office
2278.0,Grand C entral Plaza,New York C ity,165.2,542.0,38.0,1973.0,steel,office
2279.0,Guangdong GoTone Building,Guangzhou,165.2,542.0,37.0,2008.0,,office
2279.0,Toyosu C enter Building,Tokyo,165.2,542.0,37.0,1992.0,,office
2281.0,Park C entral 11,Hong Kong,165.1,542.0,53.0,2002.0,concrete,residential
2282.0,One Rockwell East Tower,Makati,165.1,542.0,45.0,2010.0,concrete,residential
2283.0,The Serenade Tower 1,Hong Kong,165.1,542.0,52.0,2010.0,concrete,residential
2283.0,The Serenade Tower 2,Hong Kong,165.1,542.0,52.0,2010.0,concrete,residential
2285.0,First International 1,Wuxi,165.0,541.0,55.0,2008.0,,residential
2286.0,Residence Oasis 5,Hong Kong,165.0,541.0,54.0,2005.0,concrete,residential
2286.0,Residence Oasis 6,Hong Kong,165.0,541.0,54.0,2005.0,concrete,residential
2286.0,Residence Oasis 7,Hong Kong,165.0,541.0,54.0,2005.0,concrete,residential
2289.0,"Shuian Xingcheng Phase 4 Tower
G17",Wuhan,165.0,541.0,53.0,2010.0,,residential
2289.0,"Shuian Xingcheng Phase 4 Tower
G18",Wuhan,165.0,541.0,53.0,2010.0,,residential
2291.0,Quantum 2,Toronto,165.0,541.0,51.0,2008.0,concrete,residential
2292.0,Harumi View Tower,Tokyo,165.0,541.0,50.0,1997.0,composite,residential
2293.0,Sevilla 1,Panama C ity,165.0,541.0,49.0,2009.0,concrete,residential
2293.0,Sevilla 2,Panama C ity,165.0,541.0,49.0,2009.0,concrete,residential
2295.0,C yber World Tower 2,Bangkok,165.0,541.0,48.0,2008.0,concrete,office
2295.0,Flair Towers - North Tower,Mandaluyong,165.0,541.0,48.0,2015.0,concrete,residential
2295.0,Flair Towers - South Tower,Mandaluyong,165.0,541.0,48.0,2014.0,concrete,residential
2295.0,Zagorye Quarter Tower,Moscow,165.0,541.0,48.0,2013.0,concrete,residential
2299.0,Twin Parks Left Wing,Tokyo,165.0,541.0,47.0,2002.0,,residential
2299.0,Twin Parks Right Wing,Tokyo,165.0,541.0,47.0,2002.0,,residential
2301.0,Edificio Italia,Sao Paulo,165.0,541.0,46.0,1965.0,concrete,office
2301.0,Lakeshore Tower 1,Dubai,165.0,541.0,46.0,2009.0,concrete,residential
2303.0,Naka-Meguro Atlas Tower,Tokyo,165.0,541.0,45.0,2009.0,,residential / office
2303.0,One Rincon Hill North Tower,San Francisco,165.0,541.0,45.0,2014.0,steel,residential
2305.0,Italthai Tower,Bangkok,165.0,541.0,44.0,1997.0,,office
2306.0,Far Eastern Plaza 2,Taipei,165.0,541.0,43.0,1994.0,,hotel
2307.0,Four Seasons Hotel Hong Kong,Hong Kong,165.0,541.0,42.0,2005.0,concrete,hotel
2307.0,Kangde International A,C hongqing,165.0,541.0,42.0,2014.0,concrete,office / retail
2307.0,Kangde International B,C hongqing,165.0,541.0,42.0,2014.0,concrete,office / retail
2307.0,Tour de C redit Lyonnais,Lyon,165.0,541.0,42.0,1977.0,concrete,hotel / office
2311.0,Far Eastern Plaza 1,Taipei,165.0,541.0,41.0,1994.0,,office
2311.0,Torre Iberdrola,Bilbao,165.0,541.0,41.0,2011.0,concrete,office / hotel
2313.0,201 Elizabeth Street,Sydney,165.0,541.0,40.0,1978.0,composite,office
2313.0,Dikai International C enter,Hangzhou,165.0,541.0,40.0,2009.0,,office
2313.0,Goldcrest Executive Tower,Dubai,165.0,541.0,40.0,2009.0,concrete,residential / office
2316.0,International Financial Building,Jinan,165.0,541.0,39.0,1997.0,,office
2317.0,Junyao Times Square,Yichang,165.0,541.0,38.0,2005.0,,hotel / retail
2318.0,Lime Stardom,Hong Kong,165.0,541.0,37.0,2011.0,concrete,residential
2318.0,News C enter Building,Shenzhen,165.0,541.0,37.0,1996.0,,office
2320.0,Al Manara Tower,Dubai,165.0,541.0,36.0,2004.0,concrete,residential
2321.0,Huahang Building,Shenyang,165.0,541.0,35.0,2014.0,,office
2321.0,The Aguston Tower A,Bangkok,165.0,541.0,35.0,2010.0,concrete,residential
2323.0,Selenium Twins 1,Istanbul,165.0,541.0,34.0,2010.0,concrete,residential
2323.0,Selenium Twins 2,Istanbul,165.0,541.0,34.0,2010.0,concrete,residential
2325.0,Yi Fa Tower,Fuzhou,165.0,541.0,33.0,2002.0,,office
2326.0,TaiKoo Hui Tower 2,Guangzhou,165.0,541.0,29.0,2011.0,composite,office
2327.0,Shanghai C ommercial C enter,Shanghai,164.9,541.0,48.0,1995.0,,office
2328.0,Grand Hyatt Serviced Apartments,Hong Kong,164.9,541.0,46.0,1990.0,,serviced apartments
2329.0,Trilec International Finance Tower A,Nanchang,164.9,541.0,43.0,2008.0,,residential / hotel
2330.0,1 Brooklyn Bridge Plaza,New York C ity,164.9,541.0,42.0,1976.0,,office
2330.0,Baynunah Hilton Tower Hotel,Abu Dhabi,164.9,541.0,42.0,1994.0,,hotel
2332.0,RS Tower,Bangkok,164.9,541.0,41.0,1996.0,,office
2333.0,Fuji Xerox Tower,Singapore,164.9,541.0,40.0,1986.0,,office
2334.0,Times Square,Ho C hi Minh C ity,164.9,541.0,39.0,2012.0,concrete,"residential / hotel /
office"
2335.0,Modern Media Plaza 2,Suzhou,164.9,541.0,38.0,2015.0,composite,hotel
2336.0,Springleaf Tower,Singapore,164.9,541.0,37.0,2002.0,,residential / office
2337.0,Fraser Suites C hengdu,C hengdu,164.9,541.0,40.0,2010.0,concrete,serviced apartments
2338.0,The Senri Tower,Osaka,164.8,541.0,50.0,2010.0,,residential
2339.0,Portman Ritz-C arlton,Shanghai,164.8,541.0,48.0,1990.0,concrete,hotel
2340.0,Huamin Empire Plaza,C hengdu,164.8,541.0,45.0,2007.0,,office
2341.0,Maastoren,Rotterdam,164.8,541.0,44.0,2010.0,concrete,office
2342.0,Sky Tower 1-2,Hong Kong,164.7,540.0,52.0,2004.0,concrete,residential
2342.0,Sky Tower 3-7,Hong Kong,164.7,540.0,52.0,2004.0,concrete,residential
2344.0,Ernst & Young Plaza,Melbourne,164.7,540.0,40.0,2005.0,concrete,residential / office
2345.0,KDDI Building,Tokyo,164.7,540.0,32.0,1974.0,steel,office
2346.0,C apital Gate Tower,Abu Dhabi,164.6,540.0,36.0,2011.0,composite,hotel / office
2347.0,1285 Avenue of the Americas,New York C ity,164.6,540.0,42.0,1960.0,steel,office
2348.0,Flame Tower 2,Baku,164.6,540.0,36.0,2013.0,steel/concrete,"serviced apartments /
hotel"
2349.0,J.W. Marriott Hotel,Hong Kong,164.5,540.0,50.0,1988.0,,residential / hotel
2350.0,Haeundae Hillside We've Tower 104,Busan,164.5,540.0,49.0,2014.0,concrete,residential
2351.0,Peninsula Tower,Mexico C ity,164.3,539.0,51.0,2014.0,concrete,residential
2352.0,Mandarin Oriental Hotel Las Vegas,Las Vegas,164.3,539.0,47.0,2009.0,steel/concrete,residential / hotel
2353.0,The Gloucester,Hong Kong,164.2,539.0,41.0,2013.0,concrete,residential
2354.0,RBC Plaza,Minneapolis,164.1,539.0,40.0,1992.0,concrete,office
2355.0,Seaview C rescent 5,Hong Kong,164.0,538.0,53.0,2003.0,concrete,residential
2356.0,Shimao Butterfly Bay,Kunshan,164.0,538.0,50.0,2010.0,,residential
2357.0,"Vizcayne, North Tower",Miami,164.0,538.0,49.0,2008.0,concrete,residential
2357.0,"Vizcayne, South Tower",Miami,164.0,538.0,49.0,2008.0,concrete,residential
2359.0,Gateway Plaza,Sydney,164.0,538.0,46.0,1989.0,concrete,office
2360.0,Sheraton Nanjing Kingsley Hotel & Towers,Nanjing,164.0,538.0,42.0,1998.0,,hotel
